"","pathway","pval","padj","ES","NES","nMoreExtreme","size","leadingEdge"
"35","HALLMARK_HYPOXIA",0.00120336943441637,0.00277008310249307,-0.49691482727352,-2.22873957543719,0,193,"c(""IL6"", ""TGFBI"", ""STC1"", ""STC2"", ""GLRX"", ""TGM2"", ""SDC2"", ""SERPINE1"", ""SLC6A6"", ""ADM"", ""P4HA1"", ""LOX"", ""TPST2"", ""BGN"", ""PIM1"", ""CAV1"", ""SLC2A5"", ""PDK1"", ""RORA"", ""CHST2"", ""PGK1"", ""ENO1"", ""BHLHE40"", ""PFKFB3"", ""CAVIN1"", ""LDHA"", ""DPYSL4"", ""F3"", ""KLF7"", ""DCN"", ""PNRC1"", ""NDST1"", ""HSPA5"", ""BNIP3L"", ""MT2A"", ""SRPX"", ""NFIL3"", ""SLC2A3"", ""COL5A1"", ""ENO2"", ""CHST3"", ""DDIT4"", ""TNFAIP3"", ""MIF"", ""HAS1"", ""CCN2"", ""S100A4"", ""IER3"", ""CAVIN3"", ""ERO1A"", ""CSRP2"", ""SDC3"", ""KDELR3"", ""HK2"", ""AKAP12"", ""GAPDH"", ""CCN1"", ""PDGFB"", 
""ZFP36"", ""PLAUR"", ""TGFB3"", ""PPFIA4"", ""RBPJ"", ""HDLBP"", ""ACKR3"", ""GPI"", ""SULT2B1"", ""CDKN1C"", ""ERRFI1"", ""ALDOB"", ""HK1"", ""TIPARP"", ""NAGK"", ""GPC4"", ""AMPD3"", ""PDK3"", ""CDKN1B"", ""ETS1"", ""KIF5A"", ""WSB1"", ""HEXA"", ""PAM"", ""ENO3"")"
"36","HALLMARK_ANGIOGENESIS",0.00153609831029186,0.00284462650054048,-0.675215939249736,-2.24930903469326,0,33,"c(""CXCL6"", ""TIMP1"", ""STC1"", ""FSTL1"", ""VCAN"", ""COL3A1"", ""NRP1"", ""LUM"", ""LPL"", ""COL5A2"", ""THBD"", ""ITGAV"", ""FGFR1"", ""POSTN"", ""S100A4"", ""KCNJ8"", ""APOH"")"
"37","HALLMARK_UNFOLDED_PROTEIN_RESPONSE",0.0012987012987013,0.00277008310249307,-0.555709889798866,-2.3262680994034,0,112,"c(""SLC7A5"", ""DNAJB9"", ""STC2"", ""SPCS3"", ""CEBPB"", ""XBP1"", ""NABP1"", ""CCL2"", ""CALR"", ""HSP90B1"", ""SSR1"", ""HERPUD1"", ""PDIA6"", ""MTHFD2"", ""CHAC1"", ""HSPA5"", ""SHC1"", ""XPOT"", ""DDIT4"", ""PAIP1"", ""EDEM1"", ""ERN1"", ""DNAJC3"", ""SERP1"", ""ERO1A"", ""POP4"", ""H2AX"", ""SLC1A4"", ""KDELR3"", ""NFYB"", ""SRPRA"", ""SRPRB"", ""ATF6"", ""GOSR2"", ""SDAD1"", ""LSM1"", ""PSAT1"", ""SEC31A"", ""EIF4E"", ""NOLC1"", ""DCP2"", ""FKBP14"", ""DCP1A"")"
"38","HALLMARK_IL2_STAT5_SIGNALING",0.00120918984280532,0.00277008310249307,-0.540129862103621,-2.41957911187463,0,194,"c(""SOCS1"", ""BATF"", ""GBP4"", ""CXCL10"", ""TGM2"", ""TNFRSF18"", ""IL2RA"", ""SELP"", ""TNFRSF8"", ""XBP1"", ""P4HA1"", ""NRP1"", ""MAPKAPK2"", ""FLT3LG"", ""PHLDA1"", ""PIM1"", ""RGS16"", ""RORA"", ""CST7"", ""BHLHE40"", ""BATF3"", ""TNFRSF1B"", ""FGL2"", ""IL18R1"", ""AHR"", ""GPR65"", ""ETV4"", ""COL6A1"", ""GADD45B"", ""IL1RL1"", ""MAP3K8"", ""ITGAV"", ""PRNP"", ""NFKBIZ"", ""ADAM19"", ""CD48"", ""NFIL3"", ""DENND5A"", ""ECM1"", ""PRAF2"", ""SLC2A3"", ""IL10RA"", ""HIPK2"", ""EOMES"", ""ITGAE"", ""TWSG1"", ""CD44"", ""CTLA4"", ""TNFSF10"", ""CD81"", ""CD86"", ""NCOA3"", ""CSF1"", ""F2RL2"", ""IRF8"", 
""SPRY4"", ""FURIN"", ""AGER"", ""IRF4"", ""TNFRSF4"", ""GABARAPL1"", ""CASP3"", ""LRRC8C"", ""PLSCR1"", ""IL2RB"", ""HK2"", ""IKZF2"", ""IFNGR1"", ""GUCY1B1"", ""SYT11"", ""LIF"", ""BCL2L1"", ""TRAF1"", ""MXD1"", ""CD83"", ""MUC1"", ""NCS1"", ""IL1R2"", ""ALCAM"", ""SELL"", ""RABGAP1L"", ""CDC42SE2"", ""SWAP70"", ""CAPG"", ""CDKN1C"", ""GSTO1"", ""PRKCH"", ""SERPINC1"", ""BMPR2"", ""SERPINB6"", ""CTSZ"", ""HUWE1"", ""TNFRSF9"", ""CCND2"", ""IL3RA"", ""CD79B"")"
"39","HALLMARK_APOPTOSIS",0.0012531328320802,0.00277008310249307,-0.553777615936947,-2.43039668880427,0,159,"c(""IL1B"", ""TIMP1"", ""MMP2"", ""IL6"", ""IRF1"", ""TAP1"", ""CASP1"", ""IL1A"", ""CFLAR"", ""CD38"", ""HGF"", ""LUM"", ""CASP8"", ""PEA15"", ""BGN"", ""CAV1"", ""TIMP2"", ""DPYD"", ""SAT1"", ""PDGFRB"", ""BIRC3"", ""SOD2"", ""CASP4"", ""GUCY2D"", ""GNA15"", ""DCN"", ""BTG2"", ""CD14"", ""GADD45B"", ""DAP"", ""PPT1"", ""FAS"", ""BNIP3L"", ""F2R"", ""TIMP3"", ""ENO2"", ""CD44"", ""AVPR1A"", ""PRF1"", ""TNFSF10"", ""CLU"", ""PPP3R1"", ""CDC25B"", ""BID"", ""IER3"", ""DNAJA1"", ""TNF"", ""DNAJC3"", ""MCL1"", ""TNFRSF12A"", ""CASP3"", ""IFNGR1"", ""CD2"", ""EGR3"", ""ANXA1"", ""CYLD"", ""BCL2L1"", ""GPX1"", ""CCND1"", 
""TGFBR3"", ""NEDD9"", ""XIAP"", ""CDKN1B"", ""GCH1"", ""CASP2"", ""CCND2"", ""PMAIP1"", ""ETF1"", ""FDXR"", ""SOD1"", ""PLAT"", ""CTNNB1"", ""DAP3"")"
"40","HALLMARK_KRAS_SIGNALING_UP",0.00120048019207683,0.00277008310249307,-0.55623583899476,-2.49403614635189,0,192,"c(""PLAU"", ""INHBA"", ""IL1B"", ""G0S2"", ""PRDM1"", ""CFB"", ""HSD11B1"", ""TMEM158"", ""PTGS2"", ""GFPT2"", ""TLR8"", ""FCER1G"", ""GLRX"", ""CXCL10"", ""C3AR1"", ""MMP9"", ""NRP1"", ""SERPINA3"", ""PDCD1LG2"", ""ADGRA2"", ""CLEC4A"", ""ADGRL4"", ""RGS16"", ""PRRX1"", ""IGF2"", ""BIRC3"", ""LY96"", ""CMKLR1"", ""MAFB"", ""LCP1"", ""TRIB2"", ""ETV1"", ""PECAM1"", ""TNFRSF1B"", ""ENG"", ""CTSS"", ""PLVAP"", ""MMD"", ""ETV4"", ""GUCY1A1"", ""ITGB2"", ""ST6GAL1"", ""DUSP6"", ""PSMB8"", ""LAT2"", ""BPGM"", ""DOCK2"", ""ITGA2"", ""GYPC"", ""LAPTM5"", ""IL10RA"", ""PEG3"", ""CFH"", ""CBL"", ""TFPI"", ""TNFAIP3"", 
""TMEM176A"", ""IRF8"", ""GPNMB"", ""ETV5"", ""ADAM8"", ""IKZF1"", ""IL7R"", ""GNG11"", ""ERO1A"", ""SCN1B"", ""TMEM176B"", ""NGF"", ""AKAP12"", ""PLAUR"", ""LIF"", ""TRAF1"", ""HKDC1"", ""GPRC5B"")"
"41","HALLMARK_COAGULATION",0.0012970168612192,0.00277008310249307,-0.589501344425628,-2.49879390517176,0,127,"c(""MMP1"", ""PLAU"", ""TIMP1"", ""MMP2"", ""CFB"", ""PLEK"", ""CTSB"", ""C2"", ""C1S"", ""SPARC"", ""VWF"", ""A2M"", ""C1R"", ""SERPINE1"", ""MMP8"", ""MMP9"", ""FBN1"", ""MMP14"", ""SERPINA1"", ""LTA4H"", ""SERPING1"", ""CTSH"", ""HTRA1"", ""CFI"", ""THBD"", ""PECAM1"", ""DPP4"", ""F3"", ""KLF7"", ""DUSP6"", ""FYN"", ""C1QA"", ""ADAM9"", ""ITGA2"", ""CTSK"", ""LAMP2"", ""TIMP3"", ""C3"", ""CFH"", ""CLU"", ""F2RL2"", ""ITGB3"", ""CRIP2"", ""FURIN"", ""SH2B2"", ""DUSP14"", ""F10"", ""CPQ"", ""PDGFB"", ""MMP7"", ""ANXA1"", ""RAPGEF3"", ""TFPI2"", ""ARF4"", ""HPN"", ""CTSO"", ""SERPINC1"", ""PLG"", ""APOC1"", ""ISCU"", 
""PLAT"", ""FGA"", ""F12"", ""CPB2"")"
"42","HALLMARK_MTORC1_SIGNALING",0.00118764845605701,0.00277008310249307,-0.56968643579111,-2.567902593471,0,200,"c(""IFI30"", ""SLC7A5"", ""WARS1"", ""STC1"", ""GLRX"", ""NAMPT"", ""SLC6A6"", ""XBP1"", ""P4HA1"", ""TBK1"", ""DAPP1"", ""RDH11"", ""CTSC"", ""LTA4H"", ""PDK1"", ""HPRT1"", ""ELOVL5"", ""PGK1"", ""PSMA3"", ""ENO1"", ""BHLHE40"", ""ME1"", ""CALR"", ""SHMT2"", ""HSP90B1"", ""LDHA"", ""RIT1"", ""NIBAN1"", ""SSR1"", ""FGL2"", ""PPA1"", ""SLC7A11"", ""PSMC2"", ""MTHFD2"", ""BTG2"", ""M6PR"", ""PIK3R3"", ""SERPINH1"", ""ITGB2"", ""UCHL5"", ""BCAT1"", ""HSPA5"", ""RAB1A"", ""NFIL3"", ""IGFBP5"", ""CANX"", ""SLC2A3"", ""TXNRD1"", ""SLA"", ""DDIT4"", ""TCEA1"", ""RRM2"", ""ACTR3"", ""CFP"", ""PSME3"", ""EDEM1"", ""PITPNB"", 
""STARD4"", ""PRDX1"", ""SERP1"", ""EGLN3"", ""ERO1A"", ""BUB1"", ""SLC1A4"", ""UFM1"", ""FADS1"", ""HK2"", ""GAPDH"", ""ACTR2"", ""PSMA4"", ""UBE2D3"", ""PPIA"", ""PSMD14"", ""SORD"", ""PSAT1"", ""PHGDH"", ""TRIB3"", ""FADS2"", ""PSMC4"", ""SDF2L1"", ""EIF2S2"", ""MLLT11"", ""SCD"", ""GPI"", ""HSPE1"", ""CORO1A"", ""MAP2K3"", ""NMT1"", ""GSK3B"", ""CCNF"", ""ETF1"", ""FDXR"", ""SKAP2"")"
"43","HALLMARK_COMPLEMENT",0.00120192307692308,0.00277008310249307,-0.61223698108342,-2.74801137881404,0,196,"c(""S100A9"", ""PSMB9"", ""TIMP1"", ""CFB"", ""MMP12"", ""CXCL1"", ""IL6"", ""IRF1"", ""PLEK"", ""CTSB"", ""COL4A2"", ""C2"", ""FCER1G"", ""CASP1"", ""GZMB"", ""C1S"", ""LCP2"", ""C1R"", ""S100A12"", ""SERPINE1"", ""CEBPB"", ""MMP8"", ""LAP3"", ""MMP14"", ""ATOX1"", ""CTSC"", ""SERPINA1"", ""PIM1"", ""TIMP2"", ""LTA4H"", ""SERPING1"", ""CTSH"", ""ERAP2"", ""JAK2"", ""ME1"", ""LYN"", ""ANXA5"", ""DOCK4"", ""CASP4"", ""GNAI2"", ""DPP4"", ""F3"", ""RASGRP1"", ""CD59"", ""CTSS"", ""ZEB1"", ""MMP13"", ""KYNU"", ""DUSP6"", ""DGKG"", ""FYN"", ""HSPA5"", ""GRB2"", ""IRF2"", ""C1QA"", ""ADAM9"", ""C4BPB"", ""LAMP2"", ""APOBEC3G"", 
""C3"", ""GCA"", ""MSRB1"", ""CFH"", ""KIF2A"", ""WAS"", ""CLU"", ""TNFAIP3"", ""PIK3R5"", ""DUSP5"", ""LCK"", ""EHD1"", ""CD55"", ""C1QC"", ""ITGAM"", ""CASP3"", ""PLSCR1"", ""F10"", ""CR1"", ""CTSL"", ""CPQ"", ""PDGFB"", ""USP15"", ""PLAUR"", ""LIPA"", ""CASP10"", ""GNGT2"", ""PDP1"", ""CASP5"", ""GNAI3"", ""TFPI2"", ""FCN1"", ""CR2"", ""PLA2G7"", ""CTSO"", ""GNB4"", ""SERPINC1"", ""GZMK"", ""PLG"", ""DOCK9"", ""APOC1"", ""GNG2"", ""DOCK10"", ""PIK3CG"")"
"44","HALLMARK_IL6_JAK_STAT3_SIGNALING",0.00138504155124654,0.00277008310249307,-0.694933241204654,-2.77047425233134,0,83,"c(""IL1B"", ""CXCL9"", ""CSF3R"", ""CXCL1"", ""IL6"", ""SOCS1"", ""IRF1"", ""CXCL11"", ""CXCL10"", ""STAT3"", ""IL2RA"", ""A2M"", ""EBI3"", ""CD38"", ""IL1R1"", ""SOCS3"", ""CXCL3"", ""CCR1"", ""CSF2RB"", ""PIM1"", ""IL15RA"", ""OSMR"", ""PTPN1"", ""STAT1"", ""TNFRSF1B"", ""IL18R1"", ""CD14"", ""TLR2"", ""MAP3K8"", ""PLA2G2A"", ""GRB2"", ""FAS"", ""CD44"", ""CBL"", ""CSF1"", ""PIK3R5"", ""ITGB3"", ""TNF"", ""CRLF2"", ""STAT2"", ""IL7"", ""TNFRSF12A"", ""IL6ST"", ""IFNGR1"", ""IL12RB1"", ""IRF9"", ""CXCL13"", ""LEPR"", ""IL1R2"", ""IL17RA"")"
"45","HALLMARK_INTERFERON_ALPHA_RESPONSE",0.00134048257372654,0.00277008310249307,-0.684353322269862,-2.81147291528587,0,97,"c(""PSMB9"", ""GBP2"", ""IFI30"", ""WARS1"", ""PSME2"", ""IRF1"", ""CXCL11"", ""TAP1"", ""CASP1"", ""GBP4"", ""CXCL10"", ""C1S"", ""IFITM2"", ""CD74"", ""UBE2L6"", ""BST2"", ""TMEM140"", ""LAP3"", ""TRAFD1"", ""BATF2"", ""CASP8"", ""NCOA7"", ""PSME1"", ""PSMA3"", ""B2M"", ""HLA-C"", ""LAMP3"", ""NMI"", ""IFITM1"", ""OGFR"", ""PSMB8"", ""IRF2"", ""NUB1"", ""RIPK2"", ""PARP14"", ""CSF1"", ""PARP9"", ""IFIT2"", ""STAT2"", ""IL7"", ""CNP"", ""ADAR"", ""CCRL2"", ""PLSCR1"", ""TRIM21"", ""SAMD9L"", ""IRF9"", ""EPSTI1"", ""RTP4"", ""LY6E"", ""LPAR6"", ""PROCR"", ""IL15"", ""SELL"", ""RNF31"", ""MOV10"")"
"46","HALLMARK_ALLOGRAFT_REJECTION",0.00120048019207683,0.00277008310249307,-0.662392888538134,-2.97002043249519,0,192,"c(""GBP2"", ""INHBA"", ""IL1B"", ""TIMP1"", ""CXCL9"", ""NOS2"", ""WARS1"", ""IL18RAP"", ""IL6"", ""FGR"", ""HLA-DQA1"", ""SOCS1"", ""CCL4"", ""TAP1"", ""C2"", ""ICAM1"", ""GZMB"", ""CD40"", ""SRGN"", ""IL2RA"", ""CD74"", ""CD80"", ""HLA-DRA"", ""TAPBP"", ""LCP2"", ""MMP9"", ""CCL2"", ""IL11"", ""CCR2"", ""CCR1"", ""THY1"", ""SPI1"", ""FCGR2B"", ""JAK2"", ""DYRK3"", ""IGSF6"", ""STAT1"", ""LYN"", ""HCLS1"", ""B2M"", ""TLR1"", ""HLA-DMB"", ""CXCR3"", ""HLA-DMA"", ""CDKN2A"", ""HLA-E"", ""CTSS"", ""TLR2"", ""GPR65"", ""ITGB2"", ""HIF1A"", ""BCAT1"", ""LY75"", ""FAS"", ""FYB1"", ""HLA-A"", ""PTPRC"", ""F2R"", ""RIPK2"", 
""ABI1"", ""DARS1"", ""PRF1"", ""CCR5"", ""WAS"", ""NCF4"", ""CD86"", ""CD7"", ""CSF1"", ""IRF8"", ""LCK"", ""CFP"", ""DEGS1"", ""PRKCB"", ""ST8SIA4"", ""IRF4"", ""TNF"", ""IFNAR2"", ""HLA-DOA"", ""IL7"", ""TAP2"", ""IL2RB"", ""IFNG"", ""IFNGR1"", ""PSMB10"", ""ITGAL"", ""CD2"", ""NLRP3"", ""IL12RB1"", ""LIF"", ""CSK"", ""LY86"", ""CCL11"", ""CCL22"", ""CXCL13"", ""HLA-DOB"", ""STAT4"", ""SOCS5"", ""IL15"", ""NME1"", ""TLR6"", ""INHBB"")"
"47","HALLMARK_TNFA_SIGNALING_VIA_NFKB",0.00119617224880383,0.00277008310249307,-0.66303439999467,-2.98454953534621,0,198,"c(""CXCL6"", ""PLAU"", ""INHBA"", ""IL1B"", ""G0S2"", ""CXCL1"", ""IL6"", ""CCL4"", ""PTGS2"", ""IRF1"", ""CXCL11"", ""PLEK"", ""GFPT2"", ""BCL6"", ""TAP1"", ""TNFAIP2"", ""BCL2A1"", ""CXCL10"", ""ICAM1"", ""IL1A"", ""NAMPT"", ""CFLAR"", ""CD80"", ""SERPINE1"", ""CEBPB"", ""PTPRE"", ""TNC"", ""SOCS3"", ""CXCL3"", ""CXCL2"", ""CCL2"", ""DUSP4"", ""MSC"", ""PHLDA1"", ""IL15RA"", ""TANK"", ""SAT1"", ""CEBPD"", ""BHLHE40"", ""PDE4B"", ""BIRC3"", ""SPHK1"", ""PFKFB3"", ""SOD2"", ""SLC2A6"", ""F3"", ""NFKB1"", ""IL23A"", ""BTG2"", ""NR4A3"", ""TLR2"", ""PNRC1"", ""RNF19B"", ""DRAM1"", ""KYNU"", ""GADD45B"", ""LITAF"", 
""MAP3K8"", ""PANX1"", ""NFIL3"", ""DENND5A"", ""RIPK2"", ""NFKBIA"", ""SLC2A3"", ""NINJ1"", ""STAT5A"", ""EGR2"", ""CD44"", ""FJX1"", ""GEM"", ""TNFAIP3"", ""CSF1"", ""DUSP5"", ""EHD1"", ""IFIT2"", ""IER3"", ""IL7R"", ""TNF"", ""MCL1"", ""TNFAIP8"", ""IL6ST"", ""CCRL2"", ""RELB"", ""TNIP1"", ""JUNB"", ""RCAN1"", ""CCN1"", ""ZFP36"", ""PLAUR"", ""EGR3"", ""LIF"", ""PMEPA1"", ""TRAF1"", ""MXD1"", ""PLPP3"", ""FOSL1"", ""ZC3H12A"", ""CCND1"", ""CD83"", ""PTX3"", ""NFKBIE"", ""DUSP2"", ""NFKB2"", ""NFAT5"", ""ACKR3"", ""B4GALT1"", ""BIRC2"", ""TIPARP"", ""EIF1"", ""MAP2K3"", ""BCL3"", ""SNN"", ""GCH1"", ""TNFRSF9""
)"
"48","HALLMARK_INFLAMMATORY_RESPONSE",0.00120192307692308,0.00277008310249307,-0.683454039712781,-3.06766748180349,0,196,"c(""CXCL8"", ""AQP9"", ""CXCL6"", ""INHBA"", ""IL1B"", ""TIMP1"", ""CXCL9"", ""CSF3R"", ""IL18RAP"", ""PDPN"", ""IL6"", ""IRF1"", ""CXCL11"", ""OSM"", ""CXCL10"", ""ICAM1"", ""IL1A"", ""VIP"", ""NAMPT"", ""CD40"", ""CXCR6"", ""TAPBP"", ""LCP2"", ""EBI3"", ""SERPINE1"", ""C3AR1"", ""PTPRE"", ""BST2"", ""IL1R1"", ""ADM"", ""CCL2"", ""MMP14"", ""FPR1"", ""SLC31A2"", ""PROK2"", ""IL15RA"", ""RGS16"", ""OSMR"", ""CHST2"", ""PDE4B"", ""TACR1"", ""SPHK1"", ""LYN"", ""SEMA4D"", ""CMKLR1"", ""FFAR2"", ""TLR1"", ""RNF144B"", ""ITGA5"", ""GPR132"", ""TNFRSF1B"", ""GNA15"", ""CYBB"", ""APLNR"", ""IL18R1"", ""AHR"", ""LAMP3"", 
""F3"", ""RASGRP1"", ""NFKB1"", ""NMI"", ""P2RX7"", ""PTAFR"", ""BTG2"", ""CD14"", ""TLR2"", ""IFITM1"", ""SLAMF1"", ""PTGIR"", ""HIF1A"", ""NOD2"", ""CX3CL1"", ""MEFV"", ""CD48"", ""RIPK2"", ""NFKBIA"", ""IL10RA"", ""ABI1"", ""CLEC5A"", ""SLC11A2"", ""TNFSF10"", ""CSF1"", ""PIK3R5"", ""SELENOS"", ""ITGB3"", ""LCK"", ""CD55"", ""IL7R"", ""ATP2C1"", ""MARCO"", ""SLC7A1"", ""SCN1B"", ""TNFSF15"", ""BEST1"", ""CCRL2"", ""IRAK2"", ""IL2RB"", ""ADGRE1"", ""KCNA3"", ""NLRP3"", ""CD82"", ""PLAUR"", ""LIF"", ""AXL"", ""RTP4"", ""MXD1"", ""CCL22"", ""LY6E"", ""IL15"", ""GNAI3"", ""EMP3"", ""SELL"")"
"49","HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION",0.00119331742243437,0.00277008310249307,-0.690522662113788,-3.10900928036415,0,199,"c(""MMP1"", ""CXCL8"", ""CXCL6"", ""WNT5A"", ""INHBA"", ""TIMP1"", ""MMP2"", ""EFEMP2"", ""COL4A1"", ""COL7A1"", ""LOXL1"", ""CXCL1"", ""IL6"", ""TGFBI"", ""GAS1"", ""COL4A2"", ""SGCB"", ""FSTL1"", ""VCAN"", ""TGM2"", ""GJA1"", ""FAP"", ""MXRA5"", ""NID2"", ""RGS4"", ""SPARC"", ""ADAM12"", ""CALU"", ""SERPINE1"", ""TNC"", ""LAMC1"", ""FBN1"", ""COL3A1"", ""LOX"", ""MMP14"", ""LUM"", ""COL6A3"", ""FERMT2"", ""CDH11"", ""COL1A1"", ""THY1"", ""P3H1"", ""PCOLCE"", ""BGN"", ""FGF2"", ""PRRX1"", ""CALD1"", ""FBLN5"", ""SAT1"", ""PDGFRB"", ""HTRA1"", ""COL1A2"", ""COL5A2"", ""PPIB"", ""COLGALT1"", ""GPX7"", ""ITGA5"", 
""CTHRC1"", ""COL12A1"", ""CD59"", ""DCN"", ""FSTL3"", ""TPM2"", ""SERPINH1"", ""GADD45B"", ""COPA"", ""PTHLH"", ""IGFBP4"", ""ITGAV"", ""SNAI2"", ""FAS"", ""COL5A3"", ""FOXC2"", ""LGALS1"", ""BASP1"", ""ITGA2"", ""LOXL2"", ""ECM1"", ""GREM1"", ""VCAM1"", ""COL5A1"", ""PDLIM4"", ""POSTN"", ""DKK1"", ""NNMT"", ""TIMP3"", ""CADM1"", ""ENO2"", ""CD44"", ""LAMC2"", ""WIPF1"", ""LAMA2"", ""GEM"", ""COL6A2"", ""TNFAIP3"", ""DAB2"", ""ITGB3"", ""DPYSL3"", ""CCN2"", ""SERPINE2"", ""OXTR"", ""TPM4"", ""PMP22"", ""VIM"", ""TNFRSF12A"", ""CCN1"", ""PLAUR"", ""ECM2"", ""PMEPA1"", ""ITGB1"", ""IL15"", ""VEGFC"", ""PTX3"", 
""EMP3"", ""TFPI2"", ""COL16A1"", ""TGFBR3"", ""PLOD1"", ""FLNA"", ""CAPG"", ""MGP"", ""CDH6"", ""SPOCK1"", ""TGFB1"", ""MYL9"", ""SFRP4"", ""ANPEP"", ""GLIPR1"", ""CAP2"", ""CXCL12"")"
"50","HALLMARK_INTERFERON_GAMMA_RESPONSE",0.00119331742243437,0.00277008310249307,-0.717173352324041,-3.22900134976003,0,199,"c(""PSMB9"", ""IFI30"", ""CXCL9"", ""WARS1"", ""CFB"", ""PSME2"", ""IL6"", ""HLA-DQA1"", ""SOCS1"", ""CD274"", ""PTGS2"", ""IRF1"", ""CXCL11"", ""HLA-DRB1"", ""TAP1"", ""IDO1"", ""TNFAIP2"", ""CASP1"", ""GBP4"", ""CXCL10"", ""STAT3"", ""ICAM1"", ""C1S"", ""NAMPT"", ""IFITM2"", ""CD40"", ""CIITA"", ""SLAMF7"", ""CD74"", ""TAPBP"", ""LCP2"", ""C1R"", ""SELP"", ""UBE2L6"", ""CD38"", ""BST2"", ""SOCS3"", ""LAP3"", ""TRAFD1"", ""CCL2"", ""BATF2"", ""APOL6"", ""CASP8"", ""FPR1"", ""CSF2RB"", ""RNF213"", ""PIM1"", ""IL15RA"", ""SERPING1"", ""PSME1"", ""PSMA3"", ""JAK2"", ""PDE4B"", ""PTPN1"", ""STAT1"", ""LATS2"", 
""CMKLR1"", ""B2M"", ""PML"", ""SOD2"", ""CASP4"", ""HLA-DMA"", ""FCGR1A"", ""FGL2"", ""NFKB1"", ""NMI"", ""MTHFD2"", ""PSMA2"", ""ZBP1"", ""OGFR"", ""ST3GAL5"", ""HIF1A"", ""PSMB8"", ""BPGM"", ""FAS"", ""IRF2"", ""P2RY14"", ""MT2A"", ""HLA-A"", ""RIPK2"", ""NFKBIA"", ""NLRC5"", ""IL10RA"", ""VCAM1"", ""PARP14"", ""CFH"", ""TNFSF10"", ""PSMB2"", ""TNFAIP3"", ""CD86"", ""HLA-B"", ""NCOA3"", ""IRF8"", ""SECTM1"", ""ARID5B"", ""ST8SIA4"", ""IFIT2"", ""IRF4"", ""ZNFX1"", ""IFNAR2"", ""STAT2"", ""ISOC1"", ""IL7"", ""CASP3"", ""ADAR"", ""PLSCR1"", ""TRIM21"", ""IL2RB"", ""PSMB10"", ""SAMD9L"", ""LYSMD2"", ""IRF9"", 
""SAMHD1"", ""VAMP5"", ""EPSTI1"", ""RTP4"", ""LY6E"", ""PELI1"", ""STAT4"")"
